CNO,1,2,3,4,5,6,7,8,9,10,11,,,,,,,,,,,,,,,,,,,,,
C268,tropical fruit,pip fruit,onions,other vegetables,whole milk,domestic eggs,sugar,soups,tea,soda,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,
C269,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C270,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C271,meat,citrus fruit,berries,root vegetables,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
C272,frankfurter,rolls/buns,bottled water,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
C273,tropical fruit,margarine,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C274,tropical fruit,root vegetables,herbs,whole milk,butter milk,whipped/sour cream,flour,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
C275,citrus fruit,pip fruit,root vegetables,other vegetables,whole milk,cream cheese,domestic eggs,brown bread,margarine,baking powder,waffles,,,,,,,,,,,,,,,,,,,,,
C276,hamburger meat,other vegetables,whole milk,curd,yogurt,rolls/buns,pastry,semi-finished bread,margarine,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,
C277,chicken,pip fruit,other vegetables,whole milk,dessert,yogurt,whipped/sour cream,rolls/buns,pasta,soda,waffles,,,,,,,,,,,,,,,,,,,,,
C278,chicken,citrus fruit,tropical fruit,root vegetables,whole milk,frozen fish,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,
C279,frankfurter,citrus fruit,onions,other vegetables,whole milk,rolls/buns,sugar,soda,,,,,,,,,,,,,,,,,,,,,,,,
C280,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C281,turkey,pip fruit,salad dressing,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C282,packaged fruit/vegetables,whole milk,curd,yogurt,domestic eggs,brown bread,mustard,pickled vegetables,bottled water,misc. beverages,,,,,,,,,,,,,,,,,,,,,,
C283,pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C284,citrus fruit,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C285,sausage,whole milk,yogurt,rolls/buns,brown bread,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,
C286,whole milk,frozen meals,pastry,fruit/vegetable juice,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,
C287,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C288,citrus fruit,sugar,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C289,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C290,citrus fruit,other vegetables,rolls/buns,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
C291,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C292,chicken,other vegetables,whole milk,vinegar,oil,bottled water,canned beer,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,
C293,hamburger meat,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,specialty cheese,flour,margarine,,,,,,,,,,,,,,,,,,,,,,,
C294,sausage,pork,other vegetables,dessert,yogurt,oil,soda,,,,,,,,,,,,,,,,,,,,,,,,,
C295,beef,berries,root vegetables,whole milk,whipped/sour cream,abrasive cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,
C296,citrus fruit,packaged fruit/vegetables,yogurt,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C297,UHT-milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C298,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C299,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C300,beef,citrus fruit,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C301,sausage,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C302,frankfurter,beef,root vegetables,curd,dessert,yogurt,soft cheese,rolls/buns,mustard,pickled vegetables,canned beer,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,
C303,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C304,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C305,onions,soda,chewing gum,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
C306,tropical fruit,packaged fruit/vegetables,cream cheese,white bread,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
C307,bottled water,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C308,beef,white bread,pastry,pasta,soap,,,,,,,,,,,,,,,,,,,,,,,,,,,
C309,sausage,chicken,tropical fruit,root vegetables,whole milk,yogurt,candy,abrasive cleaner,cleaner,,,,,,,,,,,,,,,,,,,,,,,
C310,hair spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C311,chicken,whole milk,spices,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
C312,pork,citrus fruit,brown bread,pastry,sugar,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,
C313,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C314,meat,hard cheese,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C315,other vegetables,yogurt,brown bread,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C316,bottled water,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C317,tropical fruit,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C318,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C319,sausage,citrus fruit,yogurt,coffee,soda,canned beer,dishes,,,,,,,,,,,,,,,,,,,,,,,,,
C320,grapes,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C321,domestic eggs,brown bread,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C322,rolls/buns,canned fish,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C323,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C324,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C325,frankfurter,other vegetables,yogurt,brown bread,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
C326,berries,root vegetables,other vegetables,curd,butter milk,cream cheese,roll products,margarine,misc. beverages,specialty chocolate,detergent,,,,,,,,,,,,,,,,,,,,,
C327,margarine,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C328,tropical fruit,yogurt,rolls/buns,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
C329,ham,other vegetables,whipped/sour cream,hard cheese,rolls/buns,soda,misc. beverages,chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,
C330,hamburger meat,white bread,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C331,yogurt,mayonnaise,rolls/buns,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
C332,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C333,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C334,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C335,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C336,sausage,meat,hamburger meat,rubbing alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C337,citrus fruit,pip fruit,beverages,hard cheese,pet care,soda,fruit/vegetable juice,waffles,,,,,,,,,,,,,,,,,,,,,,,,
C338,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C339,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C340,frankfurter,other vegetables,whole milk,curd,frozen potato products,zwieback,specialty bar,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,
C341,sausage,citrus fruit,whole milk,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C342,frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C343,salt,salty snack,cookware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C344,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C345,curd,beverages,cream cheese,rolls/buns,pastry,soda,cake bar,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,
C346,other vegetables,butter,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C347,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C348,frankfurter,whole milk,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C349,root vegetables,whole milk,butter,processed cheese,mayonnaise,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,
C350,tropical fruit,whole milk,frozen meals,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C351,beef,hamburger meat,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C352,berries,whipped/sour cream,cereals,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
C353,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C354,whipped/sour cream,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C355,root vegetables,domestic eggs,margarine,chocolate marshmallow,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
C356,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C357,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C358,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C359,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C360,whole milk,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C361,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C362,citrus fruit,whole milk,curd,soft cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C363,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C364,frankfurter,sausage,pork,pip fruit,butter,processed cheese,white bread,brown bread,,,,,,,,,,,,,,,,,,,,,,,,
C365,tropical fruit,root vegetables,whole milk,whipped/sour cream,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,
C366,frankfurter,sausage,root vegetables,yogurt,whipped/sour cream,pastry,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
C367,berries,root vegetables,other vegetables,packaged fruit/vegetables,whole milk,curd,curd cheese,cat food,specialty bar,detergent,,,,,,,,,,,,,,,,,,,,,,
C368,rolls/buns,brown bread,pastry,coffee,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
C369,root vegetables,packaged fruit/vegetables,curd,dessert,frozen vegetables,specialty fat,coffee,,,,,,,,,,,,,,,,,,,,,,,,,
C370,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C371,other vegetables,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C372,berries,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C373,berries,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C374,other vegetables,butter milk,frozen meals,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C375,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C376,ham,citrus fruit,whole milk,whipped/sour cream,rolls/buns,pastry,waffles,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
C377,whole milk,frozen dessert,salty snack,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C378,tropical fruit,butter milk,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C379,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C380,butter milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C381,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C382,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C383,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C384,onions,butter,whipped/sour cream,hard cheese,frozen vegetables,pasta,specialty fat,syrup,candy,napkins,cling film/bags,,,,,,,,,,,,,,,,,,,,,
C385,hamburger meat,hard cheese,frozen meals,pasta,dog food,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
C386,sausage,liver loaf,other vegetables,cream cheese,pastry,soap,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
C387,hard cheese,pastry,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C388,sausage,tropical fruit,condensed milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C389,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C390,onions,whole milk,beverages,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C391,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C392,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C393,yogurt,rolls/buns,pastry,bottled water,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
C394,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C395,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C396,sausage,whole milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C397,yogurt,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C398,domestic eggs,rolls/buns,dish cleaner,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C399,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C400,meat,other vegetables,whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C401,dish cleaner,bathroom cleaner,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C402,other vegetables,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C403,whole milk,butter milk,yogurt,sliced cheese,rolls/buns,sweet spreads,coffee,fruit/vegetable juice,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,
C404,other vegetables,whole milk,rolls/buns,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C405,tropical fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C406,baking powder,bottled water,salty snack,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C407,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C408,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C409,frankfurter,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C410,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C411,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C412,other vegetables,whole milk,rolls/buns,margarine,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
C413,citrus fruit,tropical fruit,onions,other vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
C414,sausage,ham,hamburger meat,whole milk,soda,softener,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
C415,domestic eggs,rolls/buns,specialty bar,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C416,pork,citrus fruit,tropical fruit,root vegetables,other vegetables,curd,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,
C417,specialty cheese,frozen vegetables,coffee,soda,fruit/vegetable juice,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,
C418,pork,citrus fruit,pip fruit,yogurt,fruit/vegetable juice,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,
C419,beef,berries,whipped/sour cream,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
C420,other vegetables,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C421,chicken,yogurt,sliced cheese,rolls/buns,chewing gum,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,
C422,soda,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C423,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C424,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C425,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C426,root vegetables,pastry,bottled water,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C427,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C428,berries,pet care,cake bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C429,citrus fruit,tropical fruit,root vegetables,yogurt,canned vegetables,bottled water,soda,softener,,,,,,,,,,,,,,,,,,,,,,,,
C430,whole milk,oil,canned fruit,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C431,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C432,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C433,tropical fruit,other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C434,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C435,bottled water,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C436,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C437,citrus fruit,UHT-milk,cream cheese,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C438,bottled water,canned beer,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C439,onions,other vegetables,pastry,bottled water,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
C440,dessert,oil,cat food,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C441,beef,other vegetables,whole milk,frozen potato products,rolls/buns,oil,margarine,coffee,dental care,hygiene articles,newspapers,,,,,,,,,,,,,,,,,,,,,
C442,rolls/buns,zwieback,bottled water,misc. beverages,bottled beer,canned beer,brandy,,,,,,,,,,,,,,,,,,,,,,,,,
C443,beef,tropical fruit,root vegetables,onions,other vegetables,instant coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,
C444,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C445,coffee,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C446,rolls/buns,brown bread,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C447,pork,beef,hamburger meat,other vegetables,whole milk,frozen vegetables,rolls/buns,margarine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
C448,soda,canned beer,liquor (appetizer),hygiene articles,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
C449,sausage,ham,other vegetables,ice cream,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
C450,beef,root vegetables,other vegetables,rolls/buns,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,
C451,whole milk,butter,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C452,pork,ice cream,hygiene articles,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C453,berries,packaged fruit/vegetables,whole milk,ice cream,fruit/vegetable juice,salty snack,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,
C454,sausage,other vegetables,curd,yogurt,whipped/sour cream,frozen vegetables,rolls/buns,roll products,,,,,,,,,,,,,,,,,,,,,,,,
C455,bottled water,misc. beverages,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C456,tropical fruit,other vegetables,packaged fruit/vegetables,whole milk,hard cheese,frozen dessert,rice,bottled water,,,,,,,,,,,,,,,,,,,,,,,,
C457,herbs,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C458,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C459,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C460,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C461,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C462,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C463,beef,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C464,whole milk,honey,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C465,frankfurter,rolls/buns,pastry,snack products,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
C466,frankfurter,sausage,liver loaf,root vegetables,curd,frozen vegetables,rolls/buns,semi-finished bread,hygiene articles,photo/film,,,,,,,,,,,,,,,,,,,,,,
C467,other vegetables,whole milk,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C468,frankfurter,root vegetables,pickled vegetables,soda,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,
C469,whole milk,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C470,frankfurter,margarine,dental care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C471,other vegetables,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C472,bottled water,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C473,pork,onions,whole milk,butter,rolls/buns,pastry,rum,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
C474,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C475,other vegetables,whipped/sour cream,specialty cheese,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C476,hamburger meat,whole milk,curd,pasta,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
C477,hamburger meat,citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C478,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C479,whole milk,cream cheese,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C480,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C481,pastry,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C482,ham,pip fruit,whole milk,curd,dessert,butter milk,whipped/sour cream,sliced cheese,cream cheese,white bread,coffee,long life bakery product,chocolate,baby cosmetics,,,,,,,,,,,,,,,,,,
C483,frankfurter,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C484,sausage,turkey,beef,root vegetables,domestic eggs,rolls/buns,flour,rice,organic products,misc. beverages,napkins,,,,,,,,,,,,,,,,,,,,,
C485,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C486,bottled water,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C487,meat,other vegetables,hard cheese,frozen meals,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
C488,dessert,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C489,other vegetables,packaged fruit/vegetables,UHT-milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C490,beverages,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C491,ham,mustard,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C492,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C493,brown bread,soda,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C494,whole milk,cream cheese,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C495,rolls/buns,pastry,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C496,bottled beer,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C497,pet care,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C498,citrus fruit,other vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C499,pork,other vegetables,frozen vegetables,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C500,other vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C501,white wine,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C502,whole milk,dessert,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C503,pip fruit,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C504,sugar,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C505,tropical fruit,pip fruit,rolls/buns,coffee,fruit/vegetable juice,candy,,,,,,,,,,,,,,,,,,,,,,,,,,
C506,root vegetables,cream cheese,spread cheese,frozen dessert,white bread,bottled water,soda,misc. beverages,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,
C507,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C508,whole milk,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C509,tropical fruit,other vegetables,yogurt,bottled water,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,
C510,white bread,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C511,brown bread,sugar,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C512,tropical fruit,root vegetables,coffee,bottled water,red/blush wine,candy,house keeping products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
C513,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C514,coffee,detergent,hygiene articles,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C515,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C516,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C517,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C518,pork,beef,berries,packaged fruit/vegetables,whole milk,mayonnaise,frozen fish,frozen potato products,oil,mustard,cat food,coffee,soda,chocolate,dish cleaner,napkins,newspapers,,,,,,,,,,,,,,,
C519,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C520,yogurt,bottled water,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C521,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C522,bottled water,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C523,citrus fruit,berries,other vegetables,butter milk,sugar,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,
C524,hamburger meat,root vegetables,other vegetables,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
C525,packaged fruit/vegetables,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C526,other vegetables,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C527,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C528,whole milk,yogurt,frozen potato products,margarine,bottled water,fruit/vegetable juice,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,
C529,herbs,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C530,citrus fruit,spread cheese,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C531,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C532,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C533,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C534,tropical fruit,whole milk,beverages,white bread,pasta,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
C535,soda,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
